abstract,summary
Ben Ratliff reviews tenor-saxophonist Sonny Rollins concert in Damrosch Park; photo (M) ,"Having engendered an entire school of saxophone playing since he rose to prominence in the mid-1950's, Mr. Rollins keeps himself at a remove from the New York jazz life. The attention paid to his set lists has long been on a microscopic level, and Mr. Rollins's seemingly endless rounds of calypso choruses have sometimes been deemed self-indulgent. Playing with the rhythms of the calypsos, he hopped on a single note and turned the beat around, then began harmonic experiments with the songs, sometimes turning them minor and strangely sour. Mid-concert, he led off'' Tenor Madness,'' his own blues theme, with a long solo improvisation. But Mr. Rollins thrives on obstacles and trip wires, and his band gave him politeness instead."
"Rolling Stones Rock-and-Roll Circus, concert film featuring Rolling Stones and other rock performers, has been resurrected 28 years after it was made and will be shown in Oct at New York Film Festival; photo (M) ","When members of the Stones saw a preliminary version of the film, they balked. A planned reshoot of the Stones portion of the film never took place. ' There was the Hyde Park concert, and Woodstock, and then Altamont,'' he said, referring to major concerts involving the band that were captured on film.'' Parts of the film were lent to the Who. Some parts of the film began circulating in bootleg form, as did a black-and-white version of the entire film, with only three songs by the Stones. Mr. Lindsay-Hogg agreed to help edit a final version of the film. For Stones fans, the film is an opportunity to see the group's last public performance with Mr. Jones.''"
Alan Truscott Bridge column on unusual 1993 match in which player doubled confidently bid slam; diagrammed deal (M) ,"It has been recognized since the early days of the game that a player must be on very sure ground to double a confidently bid slam. If the contract fails by a trick, a double will gain 100. Further, the double may give away some valuable information to the declarer. The rash doubler on the diagramed deal, played in 1993 at the Beach Point Club in Mamaroneck, N.Y., defended six diamonds doubled after his partner had made a pre-emptive overcall of four spades. South was Jack Sonnenblick of Boca Raton, Fla., and after winning the opening spade lead, an obvious singleton, he took three top trumps and was surprised and pleased to find a normal split. He cashed two more trump winners and reached this position: NORTH-- A K Q"
"National Endowment for Humanities announces 105 grants totaling $14.5 million for third quarter of 1996; grants will support public programs and research fellowships, as well as seminars for public schools and college teachers; about $2 million in grants have been awarded to institutions in New York State (S) ","The grants, which range from $ 3,800 to $ 800,000, will support public programs and research fellowships, as well as seminars for public school and college teachers. About $ 2 million in grants have been awarded to institutions in New York State; New York City accounted for about $ 1.5 million of that. WNET, New York's public television station, received $ 500,000 for a three-hour documentary about Harry Truman being produced by the station with Charles Guggenheim. The American Forum in Manhattan received $ 175,000 to support a four-week seminar for 25 high school teachers on the Ramayana, and Columbia Teachers College was awarded $ 195,000 to support a four-week program for 30 high school teachers on the Hispanic cultural heritage of northern New Mexico."
Neil Strauss reviews Horde Festival at Downing Stadium (M) ,"Having a true appreciation of music means not listening to one style exclusively, but listening to and understanding good music no matter what genre it belongs to. Of course, as in previous years, the Horde tour remains hopelessly retro, but part of appreciating music is having a good understanding of its past. A third stage mixed high school rappers, drumming groups and roots-rock bands. Part of what made this year's Horde tour stand out from the limitations of other festivals was the range of instrumentation that the bands used, particularly on the second stage. Blues Traveler closed the festival with a lot of John Popper, who dominated the set with his harmonica playing."
"Jennifer Dunning reviews performance by Danny Buraczeski and his company Jazzdance at Jacob's Pillow Dance Festival in Becket, Mass; photo (M) ","Danny Buraczeski danced out onto the stage of the Studio Theater here at the Jacob's Pillow Dance Festival on Saturday afternoon looking very unlike the American jazz dancer that he is. The solo that opened his'' Swing Concerto,'' danced to klezmer music by Brave Old World, was full of folk shapes and inflections, of careful verticals and sudden optimistic tilts into the wind. Danced to music by Ornette Coleman, Terumasa Hino and Masabumi Kikuchi, the new piece pours out its performers through a quartet, a swing duet ( danced by Maria Lynn Vignone and Marius Z. Olszewski ) and a quintet, all of which evoke the music in often witty and thought-provoking ways. DANCE REVIEW"
"Advertising agencies in Britain and France are picking up accounts in North and South America; San Francisco office of British agency Leagas Delaney is named to handle account of Sebastiani Vineyards, with billings at $5 million; Publicis SA in Paris has acquired controlling interests in agencies in Mexico and Brazil; Maurice Levy, chairman of Publicis, says company's route to globalization is now open (M) ","The San Francisco office of the British agency Leagas Delaney has been awarded its first assignment separate from the accounts of its parent. And Publicis S.A. in Paris is acquiring controlling interests in agencies in Mexico and Brazil, as part of ambitious expansion plans that follow the termination of a worldwide cooperative agreement with True North Communications. Sebastiani has named the office as the first agency to handle its account, with billings estimated at $ 5 million. In Mexico, Publicis Group, the advertising agency unit of Publicis S.A., is buying 51 percent of Romero y Asociados in Mexico City. The agency will get a new name, Publicis-Romero. But the two remain partners in Publicis FCB Europe, a joint-venture European agency network that covers 31 countries."
"Computer printer sales are slowing, but sales of accessories for them are picking up; after-market products include special inks and different kinds of papers, including thick stock for greeting cards and posters; companies led by Canon Computer Systems hope to tap and expand already growing market for using personal computer and color printer for hobbies and home projects; graph (M) ","These companies, led by Canon Computer Systems, are hoping to tap-- and expand-- the already growing market for using a personal computer and color printer for hobbies and home projects. Earlier this month, Canon, the No. 2 seller of low-cost color printers based on ink-jet technology, broadened its offerings for home hobbyists. For example, he said, a home color printer that may have cost $ 500 two years ago, now sells for only $ 150. Epson, a unit of the Seiko Epson Corporation, also sells home hobby supplies, and bundles home craft software with its printers. And just about every printer company wants to be there to help it happen.''"
Jon Pareles reviews Enit Music Festival at Garden State Arts Center; photo of singer and festival founder Perry Farrell (M) ,"The field next to the Garden State Arts Center became a muddy dance floor when the first Enit Festival settled in for an all-night music marathon, live and electronic, on Saturday. The Enit Festival provided the music, as well as an ecological statement. It wants to reunite fans of dance music, who are used to faceless disk jockeys providing machine-driven electronic rhythm tracks, with rock listeners drawn to charismatic live bands. The festival also threw in other forms of good-time music. Any festival that opens with a brass band has its heart in the right place. Re-Birth and the Sun Ra Arkestra, playing a set that mixed raucous free jazz and big-band ballads, provided some of the festival's most jubilant music. Only when a band member tried to rap did the music become earthbound."
Baseball transactions ,"BaseballAmerican LeagueCHICAGO WHITE SOX-- Placed RHP Matt Karchner on the 15-day disabled list, retroactive to Aug. 11. Placed LHP Larry Thomas on the 15-day disabled list. Recalled INF Greg Norton from Nashville of the American Association. Purchased the contract of LHP Rich Sauveur from Nashville. SEATTLE MARINERS-- Recalled C Chris Widger from Tacoma of the Pacific Coast League. Optioned RHP Bob Wolcott to Tacoma. TEXAS RANGERS-- Signed RHP Sam Marsonek to a minor-league contract. TORONTO BLUE JAYS-- Placed C Sandy Martinez on the 15-day disabled list. Recalled C Julio Mosquera from Syracuse of the International League. Activated LHP Paul Spoljaric from the disabled list. Optioned RHP Scott Brow to Syracuse of the International League."
