abstract,summary
"New York City Dept of Health and Mental Hygiene's efforts to compile detailed portrait of city's health runs into unexpected trouble; canvassers report problems trying to get representative sample, especially in well-off neighborhoods where people are too busy, too wary and just too hard to reach; photos (M) ","By actually measuring people,'' once and for all we'll now the true, accurate picture of obesity in New York City,'' Dr. Thorpe said. City health officials say that in poorer neighborhoods, some uninsured people view the survey as a chance for some free health care they would not otherwise get. The survey teams will keep returning to those areas until they have enough participants, city officials say.''The doormen usually turn us away,'' said Lynnette Gonis, one of the survey takers.' Alex said he'' was n't interested'' in taking part in the survey."
"Gov James E McGreevey, whose insistence on staying in office until Nov 15 set off political, legal and public relations challenges, needs only to remain in office until midnight Sept 3 to outlast state deadline that would automatically force special election to choose his successor; his announcement Aug 12 that he was stepping down because of extramarital affair with unidentified man led to coup attempt from within his own party, which he has managed to fend off; Richard J Codey, Senate president and fellow Democrat, will complete final 14 months of McGreevey's term under provisions of New Jersey's Constitution; photos (M) ","A former homeland security aide to the governor, Golan Cipel, said later that Mr. McGreevey had sexually harassed and assaulted him in 2001 and 2002.Under New Jersey's Constitution, when a statewide elected official leaves office more than 60 days before Election Day, a special election must be convened. Given that precedent, and the bitter reaction the swap of candidates caused among many voters, Republicans are still hoping that Mr. McGreevey can be forced from office within the next month so they can petition the court to call a special election anyway.'' Many legal experts say they consider it very unlikely that a federal judge would intervene in a matter involving a sitting governor, especially when the State Constitution spells out the criteria for special elections."
Women wearing miniskirts describe how to sit on subway seat with modicum of grace and modesty; photos (M) ,"This peculiar choreography is the daily routine for women wearing miniskirts-- extremely short miniskirts-- as they try to grab a subway seat with all the grace and modesty they can muster. Her first miniskirt purchase was only last month, after a friend gave her a gift certificate to Bloomingdale's. You always have to be adjusting,'' she said, tugging at her cotton black flower print miniskirt as she waited at Union Square for the subway.'' Those subway grates can blow up miniskirts the same way they got Marilyn Monroe's dress. It is far more likely to stick to the seats or be caught in a compromising position, miniskirt fans say."
Anna Kisselgoff reviews American Ballet Theater's recent season; photo (M) ,"This discrepancy is as it should be; City Ballet's style, with its blazing extended silhouette, is crisper than the harmonious textbook manner of Ballet Theater. By contrast, Ballet Theater's overly reverential staging of'' Ballet Imperial'' in 1988 looked as if it were being danced in 1941, the year of its creation. Ballet Theater, unlike City Ballet, still uses Rouben Ter-Arutunian's scenic images of St. Petersburg to amplify the tribute paid by Balanchine to Petipa's ballets. Astutely, this program distilled what has happened to Ballet Theater in the last two years. The equally weird counterpart to this work was another multilayered ballet:'' The Elements,'' In this sense, Ms. Tharp summed up the Ballet Theater season as a whole."
Laurel Graeber reviews The Nutty Professor as a movie for children (S) ,"The Nutty ProfessorEddie Murphy, Jada Pinkett Directed by Tom Shadyac PG-13 95 minutesMr. Murphy plays Sherman Klump, the bumbling, kindhearted chemistry professor created by Jerry Lewis in the 1963 film of the same name. But in this remake, Sherman is also horrifically obese, thanks to makeup and special effects. Trying to win the heart of a beautiful young graduate student ( Ms. Pinkett ), he makes himself the experimental subject for his latest research project: a weight-loss formula that restructures DNA. For Which Children?AGES 6- 9 Laboratory hamsters' antics and a running joke about flatulence appeal directly to the sense of humor of elementary school students, but do n't take them unless you want them imitating Mr. Murphy's vocabulary and sound effects at the dinner table."
"Alex Ross article on the avant-garde music scene in California; comments on San Francisco Symphony's recent festival of American music, where composer Henry Cowell was heavily represented and members of the Greatful Dead jammed with the orchestra; Cowell photo (M) ","But sometimes music manages to communicate a mysteriously exact sense of place. What was no less striking in the San Francisco survey was its attachment to the wayward but powerful tradition of experimental music in California. The beginning of the California school is usually dated to a 1914 concert at the St. Francis Hotel in San Francisco, at which the 16-year-old Cowell made a piano resound with ultradissonant chords made up of'' tone clusters.'' It is another paradox that the ideas of the ultimate New Englander took deepest root in the sandier soil of California. Other California composers tread perilously close to the vacant warbling and noodling of New Age. What is great in this California avant-garde often can not be separated from what is weak. No one can come to know American musical history without listening to California."
William Zimmer reviews retrospective exhibition of paintings and works on paper by Andrew Forge at Yale Center for British Art; photos (M) ,"His animated brush work competed with the subject of a painting for viewers' attention. The early figures were always women ( at least in the paintings on display ). The dot has continued to hang there, joined by countless others put through vigorous paces. The gist of Mr. Hollander's argument is that Seurat began with subject matter and a methodical approach to laying down his chromatic dots. The artist made paintings of the IRT and BMT lines. But both stayed with the painting a long time-- Mr. Forge's main intention. Now days, this work, composed with individual dots, might be likened to computer art made up of individual pixels. For the past 10 years Mr. Forge has been making a series of paintings on the subject of the months of the year."
Alberta Eiseman reviews exhibition of British teapots at Wilton (Conn) Historical Society; photos (M) ,"Traditions in Elegance: Two Centuries of British Tea Pots'' on view through Aug. 25 at the Wilton Historical Society in Wilton, illustrates how very much things have changed since tea was introduced to the Western world in the 17th century. Moreover, several period rooms in the Sloan-Raymond-Fitch House, headquarters of the Historical Society, have been arranged to illustrate the role of tea drinking in North America from Colonial days through the 19th century. British ships began regular sailings to China in the 17th century and by 1658 a drink called tea could be purchased in London. How tea drinking crossed the ocean is evoked in the society's period rooms, which have been reinterpreted to enhance the theme of the exhibition."
"Morgan Strong letter defends Michelle Smith, the Irish gold medal Olympic swimmer, against the charges of using drugs; photo (S) ","To the Sports Editor: Perhaps Michelle Smith is simply what she appears. A dedicated athlete from a small, poor country, who has improved her performance through rigorous training. That may be too much for an American athlete to bear. MORGAN STRONGBrick, N.J."
"Steve Spear letter welcomes fact that Michelle Smith, the Irish gold medal Olympic swimmer, is in her mid-20's and not a teen-age prodigy; notes that most other sports are dominated by athletes in their late 20's and early 30's; photo (S) ","To the Sports Editor: That at least one swimmer should peak in her mid-20's in a sport normally dominated by teen-age prodigies should not be surprising. Most other sports that require combinations of strength and fitness-running, rowing and cycling- are typically dominated by those in their late 20's and early 30's. In fact, the normal pattern in swimming-of stellar teen-agers burning out by their early 20's- is an anomaly in the larger context and may reflect as much on training techniques, the early start swimmers get and the consequent physical and mental fatigue. STEVE SPEARBoston"
