abstract,summary
"Monks at Montserrat Benedictine monastery near Barcelona, Spain, help police capture a group that stole nine rare manuscripts from monastery in July; monastery, which dates to 11th century, has one of best-preserved collections of rare manuscripts in Spain (M) ","After thieves posing as researchers stole nine rare manuscripts from a Benedictine monastery library near Barcelona last July, the monks did more than pray. Parsifal.''The Montserrat monastery has one of the best-preserved collections of rare manuscripts in Spain, said Jose Luis Sotoca, a rare book expert in Madrid. Monks told the police that when the the monastery library was visited by three Israelis last July, they said they were there to photograph certain manuscripts because microfilm documentation of these items in Israeli libraries was hard to read. Sotoca, of the Madrid auction house Fernando Duran, said the most valuable item, worth about $ 5,000, appeared to be three volumes in Hebrew of a 17th-century rabbinical manuscript from Rome."
"Bill Monroe, who helped lay foundation of country music as universally recognized father of bluegrass, dies at age 84; photo (L) ","Bill Monroe, who helped lay the foundation of country music as the universally recognized father of bluegrass, died yesterday in a nursing home in Springfield, Tenn. Monroe, who played mandolin and sang in a high, lonesome tenor, created one of the most durable idioms in American music. Monroe put together a band called the Blue Grass Boys in 1939, and they soon joined the Grand Ole Opry radio broadcasts. With Chubby Wise on fiddle and Howard Watts on bass, that lineup of the Blue Grass Boys defined bluegrass music.'' Monroe was named to the Country Music Hall of Fame in 1970. The Music of Bill Monroe: From 1936 to 1994,'' produced by the Country Music Foundation, a tribute to Mr. Monroe's virtuosity and perseverance.''If"
"Elizabeth Eyre de Lanux, American artist, writer and designer of 1920's Art Deco furnishings whose works were rediscovered in late 1980's, died on Sept 8 at age 102 (M) ","Elizabeth Eyre de Lanux, an American artist, writer and designer of 1920's Art Deco furnishings whose works were rediscovered in the late 1980's, died on Sunday at the DeWitt Nursing Home in Manhattan. The designs of Eyre de Lanux, the name she used professionally from the 1920's on, came to light in 1989 when two pieces she had designed were offered in the widely publicized New York auction of the Art Deco collection of Robin Symes, a London antiquities dealer. But her name was listed in the Manhattan telephone book, and despite her great age and infirmities-- she was legally blind-- she granted several interviews. Mrs. de Lanux lived alone until she moved in late July to the nursing home."
"Upscale retailers, including Saks Fifth Avenue and Bergdorf Goodman, are dressing up the menswear advertising campaigns as hip; Bergdorf Goodman is tyring to re-present its men's store in campaign that uses slogan 'Bergdorf Men'; store will spend $1.5 million to $2 million on the ads, which will run through November; photo (L) ","But as more men begin to follow fashion, retailers are moving to exploit that growing interest. in focus-group interviews, men would often say'' they have no knowledge we have a separate men's store.'' So to'' communicate those elements men are n't aware of,'' he added, a campaign that runs through November, with a budget of $ 1.5 million to $ 2 million, re-presents the store as'' Bergdorf Men.''''' Company in New York, which created the campaign after producing catalogues for Bergdorf.'' The centerpiece of the campaign is a'' Black Book,'' a pocket-sized catalogue being sent to 150,000 men."
"Toshiba Corp will enter American market for home computers with machines that represent further step in trying to make personal computer look and operate more like consumer appliances; with its new Infinia models, Toshiba is coming into home computer market in America just weeks after another big Japanese electronics company, Sony Corp, introduced personal computers in US (L) ","The Toshiba Corporation will enter the American market for home computers today with machines that represent a further step in trying to make personal computers look and operate more like consumer appliances. With its new Infinia models, Toshiba is coming into the home computer market in America just weeks after another big Japanese electronics company, the Sony Corporation, introduced personal computers here. For the consumer electronics giants, the home PC market is a risk, but one that companies increasingly believe they must take, analysts say. Even the leaders, like Packard Bell Electronics Inc. and the Compaq Computer Corporation, earn scant profits from their sales in the home market, with its fierce price competition, costly advertising and retail distribution."
"Rosa Parks, Morris K Udall, James Brady and Joseph Cardinal Bernardin are among recipients of Presidential Medal of Freedom, nation's highest civilian honor (S) ","It was a challenge for the 11 winners of the Presidential Medal of Freedom, this country's highest civilian honor, to get to the White House for the ceremony yesterday. But they all managed to make it except ROSA PARKS, the civil rights pioneer, and MORRIS K. UDALL, the former Arizona Representative. JAMES BRADY, the press secretary who was critically wounded in the 1981 assassination attempt on President Ronald Reagan and who made a special appearance at the Democratic National Convention last month, found himself surrounded by Democrats again.''His courage and determination were stronger than an assassin's bullet,'' President Clinton said.'' Brady, whose nickname is the Bear, gave his signature thumbs-up sign when the President hung the medal around his neck. Mr. Brady said last evening at the party.''"
OP-Ed comments by political experts on Ross Perot's possible choice for Vice Presidential running-mate (S) ,"After a long search, Ross Perot is scheduled to name his Reform Party running mate tonight. CHRISTOPHER BUCKLEY, editor of Forbes FYI: Ross Perot. LISA SCHIFFREN, former speechwriter for Vice President Dan Quayle: Rudolph Giuliani. A woman like Jeane Kirkpatrick, former Ambassador to the United Nations, or Bernadine Healy, former chief of the National Institutes of Health. The first qualified woman on a national ticket since Geraldine Ferraro would give Perot the boost he desperately needs. MICAH L. SIFRY, editor of The Perot Periodical, a newsletter: Ross Perot Jr. He's probably the only person Perot trusts 100 percent, besides himself."
Summary of editorial endorsements of candidates in New York primaries (M) ,Poll hours in the city are 6 A.M. to 9 P.M.Bronx HOUSE OF REPRESENTATIVES 17th District ASSEMBLY 42d District: Rhoda Jacobs ( D ); 51st District: Felix Ortiz ( D ); 55th District: William Boyland ( D ). Manhattan HOUSE OF REPRESENTATIVES Eighth District ( Manhattan and Brooklyn ): ( D ) ASSEMBLY 68th District: 72d District: Adriano Espaillat ( D ). CIVIL COURT First Municipal District: Paul Feinman ( D ); Fourth Municipal District: Eileen Rakower ( D ); Seventh Municipal District: Milton Tingling ( D ); Ninth Municipal District: Arthur Birnbaum ( D ). 36th District: Kimon Thermos ( D )
Article discusses victories of Pete Sampras and Steffi Graf in US Open tennis championships; photo (M) ,"Both are now a mere handful of Grand Slams away from becoming the most prolific champions in the history of their sport: Graf needs four Grand Slam victories to pass Margaret Court's record of 24, and Sampras needs five to nudge Roy Emerson's 12 Grand Slams from the top of the record book. But that's not to imply that the 25-year-old Sampras, who now owns four Open titles, and the 27-year-old Graf, a five-time Open champion, took it for granted that Sunday would be their day."
"Martha Phillips, notable force in luxury fashion retailing for more than 60 years and early supporter of many of today's leading designers, died on Sept 7 at age 98; photo (L) ","Martha Phillips, a notable force in luxury fashion retailing for more than 60 years and an early supporter of many of today's leading designers, died on Saturday at her home in Palm Beach, Fla. There were four Martha shops in the 1980's, when sales were said to be almost $ 40 million. The Palm Beach shop, operated by Mrs. Phillips's daughter, Lynn Manulis, remains, and Mrs. Phillips went in almost daily until shortly before her death.''There was never anybody like her and there wo n't be anyone like her,'' At 18, she married Phillip R. Phillips, a manufacturer of ready-to-wear clothing and in the early 1930's she opened a shop on the 12th floor of a Madison Avenue building."
"Giorgio Armani is set to open two stores, Giorgio Armani and Emporio Armani, on Madison Avenue in midtown Manhattan; photo (M) ","But that's the mood right now on Madison Avenue, where on Thursday Mr. Armani will open two 16,000-square-foot stores, Giorgio Armani and Emporio Armani at 601 Madison Avenue ( 57th Street).As happy as he was to see his photograph on the cover of this week's New York magazine, This week, the fashion crowd is having Armani almost every night, with parties and dinners for both the Emporio Armani and Giorgio Armani boutique openings, a dinner at S.I. Newhouse Jr.'s apartment and a concert featuring the Fugees and Eric Clapton. The major department stores have tributes to Giorgio Armani in their windows."
Article discusses increase in number of boutiques being opened in lower Manhattan by small fashion designers; photo (M) ,"Sui, who opened her boutique five years ago, said:'' The huge mergers of department stores has meant that there's not that searching fashion director looking for new excitement. so you know what they want.''While these small boutiques are a showcase for more innovative design in a cautious market, stores like the sleek shoe company Sigerson Morrison, tucked away at 242 Mott Street, get plenty of referrals from their department-store clients.''A department-store buyer is one person making one decision,'' said Kari Sigerson, who designs the line with Miranda Morrison.' And the stores love it. A retail store requires just a fraction of the capital required."
Stephen P Cohen Op-Ed article says that partnership for peace between Israelis and Palestinians must be forged and that Yasir Arafat should be present at next meeting between Pres Clinton and Prime Min Benjamin Netanyahu; drawing (M) ,"The next time President Clinton and Israeli Prime Minister Benjamin Netanyahu meet-- as they did yesterday in Washington-- Yasir Arafat should be present. But the meeting was a highly significant event in Israeli political life, in the history of Mr. Arafat's movement and in the peace process itself. When the main Israeli opponent of the 1993 Oslo accords meets the treaty's main Palestinian beneficiary, a new legitimacy emerges not only for the two leaders but also for the treaty itself. The debate that defined Israeli politics for 20 years has concluded: There is a Palestinian interlocutor, and it is Yasir Arafat."
There will be one tent in Bryant Park this fall instead of traditional two when American ready-to-wear shows begin on October 26 (M) ,"A Change in Bryant ParkThere will be one tent in Bryant Park instead of the traditional two when the American ready-to-wear shows begin on Oct. 26, ending a standoff between Seventh on Sixth, the trade group that organizes the shows, and Ark Restaurants, which owns Bryant Park Grill. Instead, there will be a large tent, to be called, well, the Tent, at Avenue of the Americas and 41st Street, running east to west in the park rather than north to south. It stocks the designer's popular classic bootleg pants, among other styles. Joseph pants are also sold in stores like Saks Fifth Avenue, Bergdorf Goodman, Henri Bendel and Fred Segal in Los Angeles. The basic stretch cotton pants in bootleg or straight-leg styles cost $ 225."
"David M Silfen, co-head of Goldman, Sachs &amp; Co's equities business, says he will retire as general partner on Nov 30, end of company's fiscal year, after 28 years with the firm; Silfen will remain a limited partner and continue as an adviser to his former colleagues (M) ","David M. Silfen, 50, co- head of Goldman, Sachs & amp; Company's equities business, said yesterday that he would retire as a general partner on Nov. 30, the end of the company's fiscal year, after 28 years with the Wall Street firm. A partner since 1978, Mr. Silfen is the second-longest tenured of the firm's 173 partners and is credited with a key role in building Goldman's equity derivatives business. Along with Roy Zuckerberg, the longest-tenured partner, Mr. Silfen has headed the firm's equity business since 1990.Mr. The other general partners retiring this year are: Angelo De Caro, John Ehara, Charles T. Harris 3d, Howard C. Katz, William C. Landreth, Laurence M. Weiss and Gary L. Zwerling."
"Prices of US Treasury securities rise for second consecutive session; 30-year bond rises 13/32 in price, to 96 2/32; its yield drops to 7.07 percent, from 7.10 percent on Sept 6; graph (L) ","Prices of Treasury securities rose for the second consecutive session yesterday, even as the market shifted its focus to reports on inflation and retail sales scheduled for release this week. Part of the price rise may well be that the market has priced in and is braced for an interest-rate rise of a quarter-percentage point at the Sept. 24 meeting of the Federal Open Market Committee, the Federal Reserve's policy-setting arm. At the Treasury's weekly bill auction yesterday, the three-month maturity was the surprise, exceeding expectations. Also, the Treasury cut the auction to $ 22 billion, from $ 24 billion the previous two auctions, and $ 25 billion the two auctions before that."
"Mayor Rudolph Giuliani, responding to days of questions about needs of New York's children, has begun to sound new theme on relationship between New Yorkers and their government; says that it is time for individuals, families and neighborhoods to assume more responsibility for city's well-being (M) ","Responding to days of questions about the needs of the city's children, Mayor Rudolph W. Giuliani began to sound a new theme last week on the relationship between New Yorkers and their government. It is time, he argued with exasperation, that individuals, families and neighborhoods assume more responsibility for the city's well-being. Learning is n't about the number of children in school. Last January, after conceding that he had not done enough for children, the Mayor announced in his annual speech to the City Council that the welfare of children would a paramount priority for the second half of his term."
"Friends and family mourn four-year-old Nadine Lockwood, who was starved to death by mother, at funeral in Harlem; collective grief among mothers gathered outside funeral home turns into chorus of rage as father and family members emerged from chapel; photos (M) ","The people had come with toys and prayers for Nadine Lockwood, the 4-year-old child who would be buried this day. They said that they were no strangers to struggle, that they had raised children alone and made a little bit last longer than it should. Nadine's body, withered to only 15 pounds, was discovered on Aug. 31 in her mother's Washington Heights apartment in Manhattan. He even delivered the eulogy at the child's funeral. ' One of the children comforted the father. If she needed help,'' she said of Mrs. Lockwood,'' why did n't she just say so?''But she did not blame Nadine's mother alone."
"Study, commissioned by National Center on Addiction and Substance Abuse at Columbia University, finds teen-agers whose baby-boom parents smoked marijuana regularly a generation ago are more likely to use drugs than other teen-agers; study was conducted by Luntz Research Companies (M) ","Teen-agers whose baby-boom parents smoked marijuana regularly a generation ago are more likely to use drugs than other teen-agers, a national study released today has found. The study says that teen-agers are more'' at risk'' of using drugs in general if their parents think that marijuana is relatively harmless.''The ambivalence of the baby boomers about marijuana is clearly a key factor'' in adolescent drug use, said Joseph A. Califano Jr., the president of the center. As in other studies, the report revealed that drugs are ubiquitous in teen-agers' lives."
