abstract,summary
"University of Medicine and Dentistry of New Jersey receives $627,000 Federal grant to set up medical kiosks in public housing complexes in Newark and Camden in order to make medical care more accessible (S) ","Doctors may not make house calls much anymore, but at two public housing complexes in Newark and Camden, they will soon be making two-way video conference calls. The University of Medicine and Dentistry of New Jersey received a $ 627,000 Federal grant earlier this month to set up medical kiosks inside housing complexes that will resemble ATM's more than doctor's offices. Residents will be able to consult a doctor 24 hours a day, said Dr. Paul R. Mehne, who sought the grant. Dr. Mehne said the kiosks, scheduled to open by next summer, will make health care more accessible for the many residents of public housing who do not have cars, and at the same time cut down on unnecessary emergency room visits. NEW JERSEY DAILY BRIEFING"
"An nual Hindu festival in Edison, NJ, that traditionally runs late into night will be allowed to go until 4 AM because Federal judge struck down midnight curfew (New Jersey Daily Briefing) (S) ","An annual Hindu festival that traditionally runs late into the night will be allowed to go until 4 A.M. because a Federal judge struck down a midnight curfew for large outdoor events that the township passed in June. Judge John C. Lifland of United States District Court ruled Friday that Edison's curfew was unconstitutional because it was aimed specifically at the Navratri festival, which honors the god Shakti with singing and dancing and attracts up to 100,000 people each fall to a privately owned lot near an industrial park. The festival, which runs for five consecutive weekends and begins on Oct. 11 this year, has drawn noise complaints in past years, and local officials have fought several legal battles with festival organizers."
Forbes Magazine reports eight New Jerseyans are among 400 wealthiest people in United States (New Jersey Daily Briefing) (S) ,"Eight New Jerseyans are among the 400 wealthiest people in the United States, according to the annual list compiled by Forbes magazine. Donald Newhouse, head of the newspaper portion of the Newhouse publishing empire and a resident of Somerset County, is worth about $ 4.5 billion, good enough for 12th place in the survey, which Forbes will publish in its Oct. 14 issue. The candy heiress Jacqueline Mars Vogel of Bedminster placed 33d with a net worth of $ 3 billion, while Barbara Piasecka Johnson, the widow of Johnson & amp; Johnson heir J. Seward Johnson, ranked No . 100 with a fortune of $ 1.2 billion. NEW JERSEY DAILY BRIEFING"
Amtrak and New Jersey Transit will spend $250 million over next five years to upgrade 58 miles of track they share on New York-to-Trenton line (New Jersey Daily Briefing) (S) ,"Amtrak and New Jersey Transit will spend $ 250 million over the next five years to upgrade 58 miles of track they share on the New York-to-Trenton line, officials said Friday. The agencies will replace wooden ties with smoother, longer-lasting concrete ones, repair overhead power lines and replace air-powered switches, which can freeze in the winter, with electrical ones. The track was last overhauled in the 1930's. Amtrak, which owns the track, and New Jersey Transit, which pays $ 26 million a year to use it, will share the cost, said Jeff Maclin, a spokesman for New Jersey Transit. NEW JERSEY DAILY BRIEFING"
New Jersey Legislature to hold special session at Princeton University's Nassau Hall to mark university's 250th birthday (New Jersey Daily Briefing) (S) ,"'' Going back to Nassau Hall,'' goes Princeton University's unofficial anthem, and state lawmakers will do just that this week. To help celebrate the university's 250th birthday, the Legislature will hold its Thursday session in Nassau Hall, the oldest building on campus and site of the very first meeting of the State Legislature in 1776.Senators and members of the Assembly will blanket the campus, holding committee meetings in Prospect House ( the former residence for university presidents ) and sitting in on classes. ANDY NEWMANNEW JERSEY DAILY BRIEFING"
"Harold Evans, publisher and president of Random House, has scored some debatable publishing coups this year; he agreed to withhold identity of author of book Primary Colors until it was revealed to be Joe Klein in a newspaper article; he signed Dick Morris to book contract before Morris was forced to resign as top aide to Pres Clinton; critics note recent spate of excerpts from Random House authors in The New Yorker, whose editor, Tina Brown, is married to Evans (M) ","The announcement of the secret book deal-- negotiated months before Mr. Morris was ousted-- was just one of several debatable publishing coups this year for Random House. It was the book deal with Mr. Morris that ignited the most sotto voce grumbling from Mr. Evans's rivals in the industry. The New Yorker's editor, Tina Brown, who is married to Mr. Evans, lunched with Mr. Evans and Mr. Morris and his wife on the day that the publisher reconfirmed the book deal. In 1996, the magazine purchased a total of 20 book excerpts, five of them from Random House. The previous year, the magazine also purchased five excerpts from Random House and two from its imprint, Knopf."
"Coca-Cola Co expands its relationship with Cliff Freeman &amp; Partners, awarding it assignment to produce worldwide creative work for Fanta line of soft drinks; billings not disclosed (S) ","The Coca-Cola Company, in another realignment of assignments among its 30 agencies, has expanded its relationship with Cliff Freeman & amp; Partners in New York by awarding Freeman the assignment to produce worldwide creative work next year for the Fanta line of flavored soft drinks. Though billings were not disclosed, Fanta is the third-best-selling brand for Coca-Cola behind its flagship, Coke, and Diet Coke. The Fanta creative assignment had been handled by D'Arcy Masius Benton & amp; Bowles, a unit of the MacManus Group in New York that continues as agency of record on Fanta, handling media duties, in 12 countries. In April, Coca-Cola awarded D.M.B.&amp; B. its consolidated American media planning account, with billings estimated at $ 250 million."
"American Express Co adds New York office of Draft Direct Worldwide to its roster of direct marketing agencies, to handle assignments with billings estimated at $50 million (S) ","The American Express Company has added the New York office of Draft Direct Worldwide to its roster of direct marketing agencies, to handle assignments with billings estimated at $ 50 million. Draft Direct, owned by the Interpublic Group of Companies, replaces Bronner Slosberg Humphrey in Boston, which had worked for American Express for a decade. Gail Wasserman, a spokeswoman for American Express in New York, said that Draft Direct was selected after a two-month review that also included two agencies she declined to identify. The assignments involve direct marketing for American Express programs like Membership Rewards. The other shops on the American Express direct marketing agency roster are Ogilvy & amp; Mather Direct, a unit of the WPP Group, and Wunderman Cato Johnson, a unit of Young & amp; Rubicam Inc."
"Emanuel/Emanuel Ungaro, the apparel company, selects Kirshenbaum Bond &amp; Partners in New York to handle its national account; billings estimated at $12 million to $15 million; Popeyes Chicken and Biscuits names Hill, Holliday/Altschiller to handle its account, with billings at $11 million (S) ","Emanuel / Emanuel Ungaro, the apparel company, has selected Kirshenbaum Bond & amp; Partners in New York to handle its national account, which had been handled in-house. The decision came after a three-month review that also included Angotti, Thomas, Hedge in New York, a unit of the Interpublic Group of Companies, and undisclosed agencies. Emanuel / Emanuel Ungaro is owned by the GFT USA Corporation unit of Gruppo GFT in Turin, Italy. And Popeyes Chicken and Biscuits, a unit of the America's Favorite Chicken Company, has named Hill, Holliday / Altschiller in New York to handle its account, which had been handled by the Glennon Company in St. Louis. Hill, Holliday / Altschiller is a unit of Hill, Holliday, Connors, Cosmopulos."
"Congress's four top leaders debate issues on public TV, giving uncertain Congressional elections unique national visibility and displaying calm civility rarely seen on House or Senate floor; first-of-its kind national debate is televised on hundreds of public-television stations from House of Burgesses in Willamsburg, Va, and is followed or preceded by dozens of comparable exchanges between Senate and House candidates around country; photo of PBS commentator Jim Lehrer briefing House Speaker Newt Gingrich, Senate Majority Leader Trent Lott, House Minority Leader Richard A Gephardt and Senate Minority Leader Tom Daschle (M) ","Tonight's debate, five weeks before the election, preceded by one week the first of three debates between Presidential and Vice-Presidential candidates. ' It's a cut if your premiums go up.''The argument over tax cuts recurred and was practically the only occasion when the issues of the Presidential campaign directly intruded into the Congressional debate. The two Republicans praised and the two Democrats attacked the plan by Bob Dole, the Republican Presidential candidate, for a 15-percent tax cut. Gingrich argued that money for education was not as much of a problem as how it was spent.'' We spend far too much money on bureaucracy and not enough on teachers,'' he said. In his approach he repeatedly praised teachers, perhaps seeking to distance himself from attacks on them at the Republican National Convention."
