abstract,summary
"Mark McGarrah and Bryan Jessee resign as GSD&amp;M vice presidents to open own advertising agency, McGarrah/Jessee (S) ","Two vice presidents at GSD & amp; M in Austin, Tex., Mark McGarrah and Bryan Jessee, have left that agency to open their own shop that will provide full agency services on a project basis. The new shop, McGarrah / Jessee, opens with two undisclosed projects. For the last four years, Mr. McGarrah, 33, and Mr. Jessee, 35, were account director and creative director, respectively, at GSD & amp; M, a unit of GGT P.L.C.THE MEDIA BUSINESS: ADVERTISING-- ADDENDA"
"Japanese tourist staying at Marriott Marquis Hotel in Times Square is robbed of $400, two credit cards and bank card in her room by Asian male (S) ","A 27-year-old tourist staying at a Times Square hotel was robbed Saturday night by a man who pushed into her room, the police said. The woman, who was visiting from Japan, was struck on the head during the robbery at the hotel, the Marriott Marquis, and suffered cuts in her scalp, said Shelly Mayer, a spokeswoman for St. Luke's- Roosevelt Hospital Center, where the woman was treated and released. The man had knocked on the woman's door and asked for help in placing a phone call to Japan, the police said. He took $ 400, two credit cards and a bank card, the police said. It was not clear yesterday whether the man-- described as an Asian about 6 feet tall-- had met the woman before."
Subway rider who went to aid of woman being harrassed after she told five men to turn their radio down is arrested for assault after stabbing four of them on Number 1 subway train in midtown Manhattan (S) ,"The five men were headed north on a No. 1 train between the 50th Street and 72d Street stations at 4:30 P.M. when the woman asked them to turn their radio down, said Sara Carpenter, a spokeswoman for the Police Department.''Words were exchanged and the group began harassing the female,'' Officer Carpenter said. The group then turned on a 35-year-old man who had gone to the woman's rescue, Officer Carpenter said. The police, answering another call, went to the subway car as the train pulled into the 72d Street station, Officer Carpenter said. The officers arrested the man with the knife and three of the men who had been slashed, she said. The fifth man was arrested later, she said."
Excerpts from remarks by Jack Kemp and Bob Dole as they arrive in San Diego for Republican National Convention (M) ,"Excerpts from remarks by Jack Kemp and Bob Dole yesterday as they arrived in San Diego, as transcribed by The New York Times. America needs more economic growth, more opportunity, more jobs with rising incomes at home and leadership and cultural renewal for America in the world. That's what America and the world needs and that's why we must elect Bob Dole the next President of the United States of America... Bob Dole has the will. Thanks to you, Ronald Reagan and Bob Dole. More jobs in your community. And that's why we're going to balance the budget and cut taxes. We're going to create more jobs by cutting the taxes on capital gains in half, create jobs and opportunities all across America..."
Status of labor negotiations between representatives of baseball players and owners discussed (M) ,"It was not known which elements of the talks any of the owners questioned or had concerns with, but there was one issue on which some owners had a strong view-- service time the players lost in the strike. Those days affect the free-agent status of an estimated 20 players and the salary-arbitration status of more players. Negotiators had not spent much time discussing service time, but the owners' team was well aware of the players' position. A management person said Levine had no problem with the idea of giving players the service time but only in the context of an overall agreement in which he felt the owners were getting something for it. BASEBALL"
Excerpts from speeches delivered by Richard D Lamm and Ross Perot to Reform Party convention (M) ,"Ross Perot has set the stage for something very important to happen: an emergence of a diverse influential and consolidated reform party. It is a weak America, a second-class nation mired in national debt and bitter political devisiveness. An America that is possible, if we reform and renew our political process. In those days we believed in America. The two major political parties are not part of the solution; they're part of the problem. you believe that the time has come for the Reform Party?You can see why I've been exhilarated with my association with the Reform Party. Let us together create a reformed renewed and healthy America. Ross PerotLast September the independent voters announced that we would create a new political party."
"Scene at Reform Party convention in Long Beach, Calif, described (M) ","Were it not for the very public disputes between Ross Perot's aides and Richard D. Lamm's over the condition of the Reform Party Presidential playing field, tonight's convention speeches would suggest that the wealthy Texan and the former Governor of Colorado were card-carrying members of the same mutual admiration society. When Mr. Lamm came on stage, he opened his speech with a tribute to Mr. Perot. He thanked Mr. Perot for founding the national Reform Party movement and underwriting the cost of getting it on the ballot nationwide.'' ' I would like to compliment Governor Lamm on an outstanding speech,'' Mr. Perot said. Wherever Reform Party supporters gathered today and Saturday, they have carried on a lively debate about the merits of having either Mr. Perot or Mr. Lamm at the head of the ticket."
"William R Celester, ousted Newark Police Director who pleaded guilty to fraud charges last month, says that Mayor Sharpe James knew he was misappropriating police funds and had instructed him to do so (New Jersey Daily Briefing) (S) ","William R. Celester, the ousted Newark Police Director who pleaded guilty to fraud charges last month, says that Mayor Sharpe James knew he was misappropriating police funds and had instructed him to do so. In his first extensive interview since his guilty plea, Mr. Celester told The Boston Globe that Mayor James had asked him to entertain dignitaries from China using money from a fund to finance undercover drug investigations. When I was in Puerto Rico-- O.K., I had a young lady with me-- I got broke and sent for some money,'' he told The Globe.'' The Puerto Rican police wanted to start a union. Mr. Celester blamed his downfall on overzealous Federal investigators who he said followed him from Boston, where he was deputy police superintendent."
"Backlog in New Jersey's courts decreased for fifth year; number of civil cases more than a year old was 67,578, down from more than 81,000 three years ago (New Jersey Daily Briefing) (S) ","The backlog in New Jersey's courts decreased for a fifth year, judiciary officials have said. For the year ending June 30, the number of civil cases more than a year old was 67,578, down from more than 81,000 three years ago. The backlog of criminal cases, which make up about 5 percent of court filings, was 6,075, down from nearly 14,000 in 1990. Robert Seidenstein, a spokesman for the courts, said that more judges ( 361, up from 322 in 1991 ) and greater efficiency were reducing the backlog. NEW JERSEY DAILY BRIEFING"
Minor league baseball is threatening to become major growth industry in New Jersey; new ball parks have opened in Trenton and Sussex County in last three years; Bridgewater Planning Board to hear proposal for new stadium (New Jersey Daily Briefing) (S) ,"Minor league baseball is threatening to become a major growth industry in New Jersey. New ball parks have opened in Trenton and Sussex County in the last three years. Tomorrow, the Bridgewater Planning Board will hear a proposal to build a 7,500-seat stadium on the old grounds of a pharmaceutical plant. The stadium, proposed by the Kramer Development group, would be part of a project that includes a 650,000-square-foot mall at Route 287 and Route 28, former home of an American Home Products factory. A local car dealer, Steve Kalafer, would lease the stadium and is negotiating with minor league organizations for a team franchise. NEW JERSEY DAILY BRIEFING"
