abstract,summary
Richard Schlesinger letter on Sept 8 article on Eddie Murray ,"To the Sports Editor: Re:'' Murray Hits a Milestone; Is the Hall of Fame Next?'' ( The Times, Sept. 8), Eddie Murray not in the Hall? If you think the only reason Murray got as far as he did was longevity, take another look at his 1995 season, when, at 39, he batted.323 and contributed in a big way to another pennant winner. In fact, it's no coincidence that Murray was always involved with winners, from the Orioles to the Dodgers to the Indians. That's because Murray is a model of consistent production."
"Alfred Nussbaum letter recommends Riggs Stephenson for Baseball Hall of Fame, noting Chicago Cubs hitter had lifetime batting average of .336 ","To the Sports Editor: Wade Boggs and Eddie Murray are recommended for the Hall of Fame at a future date. But is there anyone who remembers Riggs Stephenson, Chicago Cub, who had a lifetime batting average of.336? His average is higher than the following members of the Hall of Fame: Al Simmons, Paul Waner, Eddie Collins, Stan Musial, Sam Thompson and Heine Manush. I am 87. I have attended many, many games since 1919. I am going to fight for Stephenson as long as I can. ALFRED NUSSBAUM Brooklyn"
"Mary Venus letter deplores fact that ordinary people cannot get tickets to United States Open, having been closed out by corporate purchases of blocks of tickets ","To the Sports Editor: My family have been avid tennis players and fans for many years. Living in proximity to the United States Open had always been an exciting opportunity to watch the world's best players in our own backyard. Now, however, not only are we forced to endure the rattling of our windows and doors by low-flying LaGuardia planes, we ca n't even get tickets to the Open, having been closed out by corporate purchases of blocks of even more expensive seats. How about, in exchange for going deaf from the roar of jet engines, making tickets available to the locals?MARY VENUS Flushing, Queens"
"Peter W Silton letter on Stefan Edberg's gentlemanly conduct in his quarterfinal defeat at US Open, contrasting it with winner Goran Ivanisevic's uttering 'one of most vile and dirtiest curses in the Croatian language' ","To the Sports Editor: In his United States Open quarterfinal, Stefan Edberg was the loser, but he really showed what a great player and gentleman he is. The winner Goran Ivanisevic? Apparently bothered by the pro-Edberg crowd, he turned to the spectators and the camera and uttered one of the most vile and dirtiest curses in the Croatian language. It came out very clear on TV.PETER W. SILTON Rye Brook, N.Y."
"Herbert H Johnson letter comments on Sept 1 article Modell Is in Baltimore, but the Scars Remainy ","To the Sports Editor: I was fascinated reading when Art Modell said in'' Modell Is in Baltimore, but the Scars Remain,'' ( The Times, Sept. 1 ) that he was 71 and at age 9 he was a fan in the Polo Grounds watching a game between the Cleveland Browns and the New York Giants. That is most improbable. In 1931, Cleveland re-entered the National Football League ( after having dropped out twice in the 20's ) and remained a franchise for one year and did not re-enter until 1937 ( as the Rams).HERBERT H. JOHNSON Hypoluxo, Fla."
Dawn Weyrich Ceol letter faults New York Times for using only a front-page photograph to cover Washington prayer vigil by nation's leading Roman Catholic prelates to urge House to override Pres Clinton's veto of bill banning some late-term abortions (S) ,"To the Editor: You published only a photograph ( front page, Sept. 13 ) by way of covering the Washington prayer vigil by all eight United States cardinals, 80 bishops and several Protestant pastors to urge the House to override President Clinton's veto of a bill banning some late-term abortions. Yet these religious leaders brought with them the convictions of 23 million Americans. DAWN WEYRICH CEOL Director of Communications Archdiocese of Washington Washington, Sept. 13, 1996"
Dr Thomas Szasz letter comments on Sept 11 article on involvement of billionaire currency trader George Soros in campaign to legalize use of marijuna for medicinal purposes (S) ,"To the Editor: Much as I would like to sympathize with the financier George Soros's efforts to combat the harm wrought by the drug war ( news article, Sept. 11 ), it is an error to align him too closely with the drug war dissidents. Making a drug available by prescription is neither legalization nor decriminalization: it is med icalization. Morphine is a legal drug, if you can get a physician to prescribe it for you. Of course, you ca n't because physicians rightly fear being persecuted by the Drug Enforcement Administration for'' overprescribing.''Making marijuana a prescription drug merely shifts the user's fear of possessing it to the physician's fear of prescribing it. It would add one more plant product to the category of'' dangerous drugs,'' controlled by the Government."
"John E Ullmann letter comments on Republican criticisms of international actions by Democratic administrations, notably Clinton Administration's handling of crisis with Iraq (S) ","We also have James A. Baker 3d, the former Secretary of State, blaming President Clinton for not bombing Baghdad ( news article, Sept. 13 ). Mr. Baker testified before the Senate Armed Services Committee and accused the Clinton Administration of a'' failure of leadership.''Bob Dole accused President Clinton of'' weak leadership'' ( news article, Sept. 5 ), then supported the American missile attack in Iraq and now questions whether President Clinton's strategy succeeded ( news article, Sept. 10).Rather than serious debate, all this is no more than the destructive desperation that has seized his party."
Elizabeth Hess letter disputes Sept 11 Personal Health column on adopting puppies from shelters (S) ,"To the Editor: While the Sept. 11 Personal Health column suggests adopting puppies from shelters, it discourages taking home'' troublesome'' adult pets. Contrary to what it says, however, most adult dogs are relinquished not because they are'' troublesome'' but because their owners are moving and the new landlords wo n't allow pets. Adult dogs are likely to be housebroken, leash-trained and socialized. Most shelters weed out the animals with serious behavior problems. There is no reason to encourage prejudice against older animals when they are often easier to handle than puppies. ELIZABETH HESS New York, Sept. 12, 1996The writer is a member of the board of directors of the Columbia-Green County Humane Society."
E William Judson letter disputes Elaine Rosenberg's Sept 9 letter calling for limits on New York City's business improvement districts (S) ,"To the Editor: Elaine Rosenberg, a Madison Avenue art gallery owner, calls for limits on New York City's business improvement districts ( letter, Sept. 9 ). Rosenberg's contention that Madison Avenue does not need improvement does not reflect the support expressed by the majority of 700 property owners and 300 merchants in the Madison Avenue Business Improvement District's two-year formation process. Since the district's establishment, Madison Avenue is the only 26-block stretch in the city that is graffiti-free. The Madison Avenue B.I.D. president earns $ 55,000 a year, a salary considerably lower than that paid to directors of comparable-size districts. E. WILLIAM JUDSON Chairman, Madison Avenue Business Improvement District New York, Sept. 12, 1996"
