abstract,summary
"Ludmilla Chiriaeff, founder of Les Grands Ballets Canadiens of Montreal and major force in Canadian dance, dies at age 72; photo (M) ","Ludmilla Chiriaeff, the founder of Les Grands Ballets Canadiens of Montreal and a major force in Canadian dance, died on Sunday at a hospital in Montreal. Chiriaeff developed a major company in a city that knew little about ballet before her arrival there in 1952. Chiriaeff persevered, and, in addition to building a company, she became a pioneer of dance on Canadian television and a leader of Canadian dance education. Chiriaeff grew up in Berlin, where she received her first ballet lessons. Chiriaeff decided to transform it into a company for Canadian theaters. The City of Montreal proclaimed her a'' Grande Montrealaise ( Great Montrealer )'' in 1978, and the headquarters of Les Grands Ballets Canadiens is called La Maison de la Danse Ludmilla Chiriaeff in her honor."
"Editorial opposes Bob Dole's plan to cut everyone's income tax rates by 15 percent and to throw in extra $500 cut for every child up to age 18; notes that group of over 500 economists have called Dole's proposal 'economically reckless'; contends that Pres Clinton's proposal to cut taxes also makes little economic sense, but maintain's that his plan is too small to do great harm (M) ","Bob Dole wants to cut everyone's income tax rates by 15 percent and throw in an extra $ 500 cut for every child up to age 18-- a startling 70 percent reduction for a family with two children earning about $ 30,000. These tax cuts are also tantalizing, but they too make little economic sense, as some of his own advisers admit in private. The Dole plan specifically names numerous tax cuts. Tax cuts can lift an economy out of recession. The Reagan tax cuts did not achieve these goals. Poor families who owe no tax can not take advantage of a child tax credit. Nor will Mr. Clinton's proposal to enlarge a tax credit for companies that hire welfare recipients atone for his signing the Republican welfare bill. Now he proposes sprinkling inconsequential tax cuts."
"Discovery of huge stock of Irish Republican Army explosives and weapons by police in London on Sept 23 seriously wounds peace effort in Northern Ireland, but does not kill it, according to Irish and British officials and independent analysts (M) ","The discovery of a huge stock of I.R.A. explosives and weapons by the police in London on Monday has seriously wounded the peace effort in Northern Ireland, but did not kill it, Irish and British officials and independent analysts said today. Most agreed in interviews with the assessment of David Ervine, head of the Progressive Unionist Party, a small Protestant group, that'' there is no peace process'' now under way that is likely to produce an imminent breakthrough in the effort toward a political solution of decades of sectarian violence in the predominantly Protestant British province. Sinn Fein has been excluded from the Belfast talks by the British and Irish Governments, which stipulate that the I.R.A. must first restore the 1994 cease-fire it broke in February with a series of bomb attacks in England."
"Tensions between Arabs and Israelis smolder on several fronts, contributing to deepening sense of frustration and anxiety over stalled Arab-Israeli peace efforts; Israel warns Egypt to curb its taunts and attacks; Palestinians protest extension of a tunnel along the ancient man-made plateau in Jerusalem sacred to Muslims and Jews; friction continues on northern front, where Syria has moved commando troops; photo (M) ","But Mr. Levy described the Syrian stand as'' blunt and serious,'' and his first order of business today was to issue a strong protest to the Egyptian Ambassador, Mohammed Bassiouny, over Egyptian attacks on the Israeli Prime Minister, Benjamin Netanyahu. Egyptian newspapers and officials have sharply assailed the new Israeli Government in recent weeks. Netanyahu, on a visit to Britain, said,'' It saddens me when I hear these expressions from Egypt, because Egypt was our first peace partner.''In the meantime a new Arab-Israeli row took shape when the Israeli authorities opened a second entrance to tunnels that run along the western wall of the Temple Mount. Earlier Israeli efforts to open a second entrance in 1988 led to violent Palestinian protests, forcing Israel to abandon the project at the time."
"Pres Clinton signs Comprehensive Test Ban Treaty at United Nations and urges world leaders to take further steps to limit weapons of mass destruction; treaty will ban all nuclear weapons testing; Clinton, in address to General Assembly, urges world leaders to show 'zero tolerance' for international drug smuggling and terrorism; photo (M) ","President Clinton signed a treaty today that would ban all nuclear weapons testing and called on world leaders to take further steps to limit weapons of mass destruction. The comprehensive accord is intended to thwart the development of new generations of weapons by banning all nuclear explosions, underground and above ground, military or civilian, high yield or low yield. The President called the treaty'' the longest-sought, hardest-fought prize in arms control history.''An overwhelming majority of countries, including the five declared nuclear weapons powers-- the United States, Britain, China, France and Russia-- have now agreed to the treaty and the comprehensive ban. Clinton also urged United Nations members to adopt a declaration on crime and pledge to give no sanctuary to drug traffickers and terrorists."
Article discusses large increase in home runs in major league baseball; photo (M) ,"The Seattle Mariners, who were only three home runs away from the 1961 Yankees' record of 240, probably would n't be there, either. Other teams are equal-opportunity home run hitters. As a result, each league and the major leagues combined have broken season home run records. Entering yesterday's games, teams had hit 4,816 home runs, breaking the record of 4,458 set in 1987. Before this season, the record for players hitting 40 or more home runs was 8; 14 players have reached that plateau this season. The home run outbreak has brought with it other records as well. Despite the numbers, two home run record have withstood the barrage. Three times in baseball history a season has produced two players with 50 or more home runs."
"Amy Fisher, who is serving five- to 15-year sentence at Albion State Correctional facility for shooting of Mary Jo Buttafuoco, asks to be moved to Federal prison downstate, saying she has been raped and harassed by guards (M) ","Amy Fisher, who at 16 shot her lover's wife and was convicted of first-degree assault in a celebrated trial, argued today to be moved to a Federal prison downstate, saying she has been raped and harassed by guards at a prison near here. Since entering prison, Ms. Fisher testified at a hearing in Federal District Court, she has had sexual contact with guards she considered friends and guards who were abusive to her. That suit names almost two dozen defendants, from guards to commissioners at the State Department of Correctional Services. For now, her lawyers say, their goal is to get her moved out of the state system and into a Federal prison because they fear reprisals from other guards."
"Prudential Insurance Co of America offers to pay at least $410 million to policyholders to settle dispute over deceptive life insurance sales practices; it is unclear whther scores of policyholders and some six whistleblowers who are suing firm separately will join in settlement negotiated with lawyer Melvyn Weiss; Weiss meets with Massachusetts Atty Gen Scott Harshbarger, who is concerned deal leaves burden of proving wrongdoing with policyholders; to take effect, settlement must be approved by insurance commissioners in all 50 states as well as by United States District Court (M) ","In the latest chapter in a long-running dispute over the sales practices of the country's largest life insurer, the Prudential Insurance Company of America said yesterday that it would pay at least $ 410 million in an attempt to put the matter behind it. It was the latest case of deceptive sales practices to emerge in the insurance industry. In the last few years, such giants as the John Hancock Mutual Life Insurance Company, the Metropolitan Life Insurance Company and the New York Life Insurance Company have agreed to compensate policyholders for similar practices. State regulators were then receiving the first complaints of improper insurance sales practices by Prudential. Neither Mr. Weiss, the lawyer who negotiated the settlement, nor Prudential executives would estimate how many policyholders might make claims or how much the company might ultimately pay in compensation."
"Federal officials, noting that football-field sized hangar where investigators are assembling wreckage from Trans World Airlines Flight 800 is now nearly filled, predict that within a week or two bottom of ocean will probably be swept nearly clean of fragments of shattered jumbo jet; photo (M) ","Also recently retrieved from the sea were several fuel-measuring probes, which could be from the center tank, Mr. Francis said. And the total area scanned is several times the original area described as the crash site. Today also marked the first time that people outside the investigation were allowed into the complex of hangars containing the reconstructions of the jet's skin, center fuel tank, and other parts. Investigators allowed a television crew from NBC News, providing pool videotape for all television stations, to film certain parts of the wreckage. In a letter presented at an inquest, James Hall, the National Transportation Safety Board chairman, noted that'' it is increasingly unlikely any more victims will be recovered.''The death certificates listed the cause of death as'' airplane crash.''"
"President Clinton campaigns in Freehold, NJ, and urges voters to support Democratic Congressional candidates; photo (M) ","President Clinton traveled to a Republican stronghold in New Jersey today to talk about domestic issues like gun control and tax writeoffs for tuition and to support Democratic Congressional candidates. He noted that the advertisements had criticized Mr. Torricelli's vote for the 1993 Clinton tax bill, and then he said,'' That one vote cut taxes for five times as many families in New Jersey as it raised taxes for.''Mr. We are a common-sense people in the state of New Jersey.''Although his trip to Freehold followed a major foreign policy address at the United Nations in the morning, the President concentrated on domestic issues here."
